,postUrl,commentCount,likeCount,description,labels,labels_str,likes_normalized,comments_normalized,engagement_score,engagement,tokens,topic0,topic1,topic2,topic3,topic4
10,https://www.instagram.com/p/CbHbKk2rDGb/,1,73,"It is World Social Work Day today! We invited Ms Tan Bee Joo, Senior Director and Group Lead of Family Services to share more about her 24-year journey with Singapore Children’s Society.
 
In her starting years, she was involved with casework and counselling for low-income families and had also worked with youth in Project CABIN – drop-in centres in secondary schools for students to have a conducive environment to hangout after school hours. She led projects such as the Bully Free programme and Tinkle Friend as she took on a managerial role, and today, she continues to serve vulnerable families and their children in the Yishun community.
 
Swipe to see some of the many memorable moments Bee Joo hold close to her heart 💖. She also shared her hopes for Children’s Society as it marks its 70th anniversary this year.
 
From the bottom of our hearts, thank you all social workers for your contribution! #socialworker #worldsocialworkday #sgchildrensoc70","['Person', 'Human', 'Room', 'Indoors', 'School', 'Bedroom', 'Classroom', 'Dorm Room']",person human room indoors school bedroom classroom dorm room,0.13773584905660377,0.03333333333333333,0.07509433962264152,1,"['person', 'human', 'room', 'indoors', 'school', 'bedroom', 'classroom', 'dorm', 'room']",0.86666626,0.033333458,0.033333413,0.033333436,0.03333345
11,https://www.instagram.com/p/CbHbKk2rDGb/,1,73,"It is World Social Work Day today! We invited Ms Tan Bee Joo, Senior Director and Group Lead of Family Services to share more about her 24-year journey with Singapore Children’s Society.
 
In her starting years, she was involved with casework and counselling for low-income families and had also worked with youth in Project CABIN – drop-in centres in secondary schools for students to have a conducive environment to hangout after school hours. She led projects such as the Bully Free programme and Tinkle Friend as she took on a managerial role, and today, she continues to serve vulnerable families and their children in the Yishun community.
 
Swipe to see some of the many memorable moments Bee Joo hold close to her heart 💖. She also shared her hopes for Children’s Society as it marks its 70th anniversary this year.
 
From the bottom of our hearts, thank you all social workers for your contribution! #socialworker #worldsocialworkday #sgchildrensoc70","['Face', 'Person', 'Human', 'Smile', 'Female']",face person human smile female,0.13773584905660377,0.03333333333333333,0.07509433962264152,1,"['face', 'person', 'human', 'smile', 'female']",0.05000035,0.0500004,0.05000027,0.7999967,0.050002307
12,https://www.instagram.com/p/CbHbKk2rDGb/,1,73,"It is World Social Work Day today! We invited Ms Tan Bee Joo, Senior Director and Group Lead of Family Services to share more about her 24-year journey with Singapore Children’s Society.
 
In her starting years, she was involved with casework and counselling for low-income families and had also worked with youth in Project CABIN – drop-in centres in secondary schools for students to have a conducive environment to hangout after school hours. She led projects such as the Bully Free programme and Tinkle Friend as she took on a managerial role, and today, she continues to serve vulnerable families and their children in the Yishun community.
 
Swipe to see some of the many memorable moments Bee Joo hold close to her heart 💖. She also shared her hopes for Children’s Society as it marks its 70th anniversary this year.
 
From the bottom of our hearts, thank you all social workers for your contribution! #socialworker #worldsocialworkday #sgchildrensoc70","['Hand', 'Advertisement', 'Poster', 'Person', 'Human', 'Flyer', 'Brochure', 'Paper', 'Wrist']",hand advertisement poster person human flyer brochure paper wrist,0.13773584905660377,0.03333333333333333,0.07509433962264152,1,"['hand', 'advertisement', 'poster', 'person', 'human', 'flyer', 'brochure', 'paper', 'wrist']",0.028572204,0.028572302,0.88478523,0.028572157,0.029498113
13,https://www.instagram.com/p/CazGZk4PcV9/,0,30,"Are you a big fan of Carousell? Since June last year, Singapore Children’s Society has started to accept donations through the platform!
 
Go check out our account (#linkinbio), where you can make donations easily between $5 to $20. It may seem like a small amount, but it means the world to our beneficiaries and affirms the work we do for our community. ❤️ Do make a donation while browsing the app today and help Children’s Society continue to bring hope and smiles to our beneficiaries! #sgchildrensoc70 #giveback","['Hand', 'Person', 'Human', 'Wrist', 'Advertisement', 'Poster']",hand person human wrist advertisement poster,0.05660377358490566,0.0,0.022641509433962266,0,"['hand', 'person', 'human', 'wrist', 'advertisement', 'poster']",0.05000267,0.050003015,0.79562503,0.050002508,0.054366767
14,https://www.instagram.com/p/CazGZk4PcV9/,0,30,"Are you a big fan of Carousell? Since June last year, Singapore Children’s Society has started to accept donations through the platform!
 
Go check out our account (#linkinbio), where you can make donations easily between $5 to $20. It may seem like a small amount, but it means the world to our beneficiaries and affirms the work we do for our community. ❤️ Do make a donation while browsing the app today and help Children’s Society continue to bring hope and smiles to our beneficiaries! #sgchildrensoc70 #giveback","['Hand', 'Person', 'Human', 'Advertisement', 'Poster', 'Wrist', 'Flyer', 'Paper', 'Brochure']",hand person human advertisement poster wrist flyer paper brochure,0.05660377358490566,0.0,0.022641509433962266,0,"['hand', 'person', 'human', 'advertisement', 'poster', 'wrist', 'flyer', 'paper', 'brochure']",0.028572202,0.0285723,0.8847861,0.028572155,0.029497162
15,https://www.instagram.com/p/CazGZk4PcV9/,0,30,"Are you a big fan of Carousell? Since June last year, Singapore Children’s Society has started to accept donations through the platform!
 
Go check out our account (#linkinbio), where you can make donations easily between $5 to $20. It may seem like a small amount, but it means the world to our beneficiaries and affirms the work we do for our community. ❤️ Do make a donation while browsing the app today and help Children’s Society continue to bring hope and smiles to our beneficiaries! #sgchildrensoc70 #giveback","['Person', 'Human', 'Outdoors']",person human outdoors,0.05660377358490566,0.0,0.022641509433962266,0,"['person', 'human', 'outdoors']",0.10000052,0.59999806,0.10000035,0.100000486,0.10000056
16,https://www.instagram.com/p/Caoe0jUsfQh/,0,14,"Food insecurity refers to a state where one lacks physical and economic access to sufficient, nutritious food. Being cash-strapped and facing financial constraints, low-income families are more likely to experience food insecurity. 

To better understand their challenges and experiences, we interviewed children and caregivers from low-income families about their food consumption habits. 

Read more about their experiences in our last article, “How Do Low-Income Families Experience Food Insecurity?” and learn more about how you can do your part as an individual to support low-income families via the link in our bio.

#researchbites",[],,0.026415094339622643,0.0,0.010566037735849057,0,[],0.2,0.2,0.2,0.2,0.2
17,https://www.instagram.com/p/Cal6BHIPdm7/,0,7,"What do you do when you suspect that child abuse is ongoing? Child abuse has been on the rise in Singapore for the past decade. Members of the community play a crucial role in responding to suspected child abuse to safeguard children. However, the decision to act and intervene is not always an easy one. 

In the second article of our February issue of Research Bites, “The Decision-making Experiences of Bystander Witnesses to Suspected Child Abuse”, we look at some of the tensions and dilemmas faced by bystanders to suspected child abuse, and how they decide whether or not to intervene. 

Read more via the link in our bio.

#researchbites","['Advertisement', 'Poster', 'Flyer', 'Paper', 'Brochure']",advertisement poster flyer paper brochure,0.013207547169811321,0.0,0.005283018867924529,0,"['advertisement', 'poster', 'flyer', 'paper', 'brochure']",0.033333384,0.03333339,0.86666644,0.03333338,0.033333384
18,https://www.instagram.com/p/CajVM44KQu_/,0,9,"Academic and education-related stressors can be difficult on children, but what about its effects on parents? How do parents experience the challenges that come with trying to support their children in their studies? 

We interviewed parents and professionals working with children to better understand parents’ experiences in relation to their children’s education. 

Read more about parents’ challenges and concerns in the first article, “Parenting as a Balancing Act: Challenges Relating to Involvement in Children’s Education” of our February issue of Research Bites via the link in our bio.

#researchbites","['Poster', 'Advertisement', 'Flyer', 'Brochure', 'Paper']",poster advertisement flyer brochure paper,0.016981132075471698,0.0,0.006792452830188679,0,"['poster', 'advertisement', 'flyer', 'brochure', 'paper']",0.033333384,0.03333339,0.86666644,0.03333338,0.033333384
19,https://www.instagram.com/p/CaWdSllhhtt/,0,18,"🤔 How can you help your child change his bullying behaviour? Hear more from Mr Taufiq Salehoodin, Social Programme Assistant Manager from Student Service @ Children’s Society.

#tipsfromtheexpert #bullying","['Classroom', 'School', 'Room', 'Indoors', 'Person', 'Human', 'Poster', 'Advertisement']",classroom school room indoors person human poster advertisement,0.033962264150943396,0.0,0.013584905660377358,0,"['classroom', 'school', 'room', 'indoors', 'person', 'human', 'poster', 'advertisement']",0.6000083,0.028571593,0.31427696,0.028571563,0.028571581
20,https://www.instagram.com/p/CaGsydUPpxf/,0,20,"新加坡儿童会总裁汪文敏在@capital958fm 采访中分享了儿童会成立70周年的里程碑。除了回顾我们的历史，文敏也叙述我们的服务如何不断进步与发展，以满足当今社会中儿童和青少年不断变化的需求。我们也通过节目呼吁儿童会早期的受益人与我们联系，分享他们珍贵的回忆。他们可以通过社交媒体与我们联系或发电邮info@childrensociety.org.sg。请点击我们bio链接观看视频。#sgchildrensoc70 
 
Singapore Children’s Society CEO Ang Boon Min shared about our Society’s 70th Anniversary milestone on Mediacorp Capital 958 radio station. Besides looking back on our history during the interview, she also shared about how our programmes and services evolved to meet the changing needs of children and youth. We also appealed for ex beneficiaries to contact us and share their precious memories. They can reach us directly via social media or email us at info@childrensociety.org.sg.  Click link in bio to watch the interview.","['Condo', 'Building', 'Housing', 'High Rise', 'City', 'Urban', 'Town', 'Apartment Building', 'Office Building', 'Neighborhood', 'Hotel', 'Downtown']",condo building housing high rise city urban town apartment building office building neighborhood hotel downtown,0.03773584905660377,0.0,0.01509433962264151,0,"['condo', 'building', 'housing', 'high', 'rise', 'city', 'urban', 'town', 'apartment', 'building', 'office', 'building', 'neighborhood', 'hotel', 'downtown']",0.050000414,0.7999985,0.050000284,0.05000039,0.050000433
21,https://www.instagram.com/p/CaEbojdqpGj/,0,15,"“Don’t tell anyone, this is our secret,” is a phrase often used by perpetrators so that they can continue to commit sexual acts with children. Hence it is important to teach children the N.O.T. rules – to say No, walk Out, and Tell a trusted adult if they encounter a bad touch or inappropriate action.

Watch this short animation clip with your child and observe how April applies the N.O.T. rules in this unsafe situation.

#bodysafety #KidzLive","['Poster', 'Advertisement', 'Flyer', 'Brochure', 'Paper', 'Text']",poster advertisement flyer brochure paper text,0.02830188679245283,0.0,0.011320754716981133,0,"['poster', 'advertisement', 'flyer', 'brochure', 'paper', 'text']",0.028571475,0.028571483,0.88535404,0.028571526,0.02893148
22,https://www.instagram.com/p/CaCPkpdPGQ4/,0,13,"Can you spot your favourite CNY snack? 😋 While we’re soaking up the rest of the festive month with our remaining snacks at home, let’s do our part to give back to the ones who might not be able to enjoy them like we do.
 
Send an e-Ang Pow & donate to our project (#linkinourbio) today! Sprinkle hope & smiles to our children as you send some love their way 😊
(Scroll next to view the rest of our snack designs! Do you have a personal favourite?)
 
Your donation will go towards our general fund and help to keep our services and programmes running, making a positive impact on the lives of our children, youth, and families in need 🌈
 
To donate & find out more: visit: bit.ly/lkncny2022_ or click the link in our bio ✨
Share about our campaign & support us by giving back today!
 
#lkncny2022 #fundraising #charity #givingback #donatetoday","['Sweets', 'Food', 'Confectionery', 'Rug', 'Pattern']",sweets food confectionery rug pattern,0.024528301886792454,0.0,0.009811320754716982,0,"['sweets', 'food', 'confectionery', 'rug', 'pattern']",0.06667072,0.06667138,0.39964062,0.06667038,0.40034693
23,https://www.instagram.com/p/CaCPkpdPGQ4/,0,13,"Can you spot your favourite CNY snack? 😋 While we’re soaking up the rest of the festive month with our remaining snacks at home, let’s do our part to give back to the ones who might not be able to enjoy them like we do.
 
Send an e-Ang Pow & donate to our project (#linkinourbio) today! Sprinkle hope & smiles to our children as you send some love their way 😊
(Scroll next to view the rest of our snack designs! Do you have a personal favourite?)
 
Your donation will go towards our general fund and help to keep our services and programmes running, making a positive impact on the lives of our children, youth, and families in need 🌈
 
To donate & find out more: visit: bit.ly/lkncny2022_ or click the link in our bio ✨
Share about our campaign & support us by giving back today!
 
#lkncny2022 #fundraising #charity #givingback #donatetoday","['Sweets', 'Confectionery', 'Food', 'Rug', 'Snack']",sweets confectionery food rug snack,0.024528301886792454,0.0,0.009811320754716982,0,"['sweets', 'confectionery', 'food', 'rug', 'snack']",0.10000028,0.10000031,0.10000018,0.100000255,0.599999
24,https://www.instagram.com/p/CaCPkpdPGQ4/,0,13,"Can you spot your favourite CNY snack? 😋 While we’re soaking up the rest of the festive month with our remaining snacks at home, let’s do our part to give back to the ones who might not be able to enjoy them like we do.
 
Send an e-Ang Pow & donate to our project (#linkinourbio) today! Sprinkle hope & smiles to our children as you send some love their way 😊
(Scroll next to view the rest of our snack designs! Do you have a personal favourite?)
 
Your donation will go towards our general fund and help to keep our services and programmes running, making a positive impact on the lives of our children, youth, and families in need 🌈
 
To donate & find out more: visit: bit.ly/lkncny2022_ or click the link in our bio ✨
Share about our campaign & support us by giving back today!
 
#lkncny2022 #fundraising #charity #givingback #donatetoday","['Sweets', 'Confectionery', 'Food', 'Rug']",sweets confectionery food rug,0.024528301886792454,0.0,0.009811320754716982,0,"['sweets', 'confectionery', 'food', 'rug']",0.10000028,0.10000031,0.10000018,0.100000255,0.599999
25,https://www.instagram.com/p/CaCPkpdPGQ4/,0,13,"Can you spot your favourite CNY snack? 😋 While we’re soaking up the rest of the festive month with our remaining snacks at home, let’s do our part to give back to the ones who might not be able to enjoy them like we do.
 
Send an e-Ang Pow & donate to our project (#linkinourbio) today! Sprinkle hope & smiles to our children as you send some love their way 😊
(Scroll next to view the rest of our snack designs! Do you have a personal favourite?)
 
Your donation will go towards our general fund and help to keep our services and programmes running, making a positive impact on the lives of our children, youth, and families in need 🌈
 
To donate & find out more: visit: bit.ly/lkncny2022_ or click the link in our bio ✨
Share about our campaign & support us by giving back today!
 
#lkncny2022 #fundraising #charity #givingback #donatetoday","['Bird', 'Animal', 'Fowl', 'Poultry']",bird animal fowl poultry,0.024528301886792454,0.0,0.009811320754716982,0,"['bird', 'animal', 'fowl', 'poultry']",0.06666755,0.73333013,0.06666728,0.066667475,0.06666761
26,https://www.instagram.com/p/CZ_SGdgpnEu/,1,530,"“Is it too early for preschool children to learn about sexuality?” – this is a question which the team behind our child sexual abuse prevention programme, KidzLive: I Can Protect Myself, commonly hears. It is never too early to start teaching body safety skills, and the key is to engage in age-appropriate conversations and to make use of teachable moments.

Here, we share our body safety infographic series and KidzLive information booklets that can be used as springboards for conversations. Share these resources with a parent, educator, or anyone who might be interested!

Visit the link in our bio for more info about the KidzLive booklets.

#bodysafety #KidzLive","['Person', 'Human', 'Text', 'Plot', 'Label']",person human text plot label,1.0,0.03333333333333333,0.42000000000000004,1,"['person', 'human', 'text', 'plot', 'label']",0.050000485,0.05000055,0.05029817,0.05000052,0.79970026
27,https://www.instagram.com/p/CZ_SGdgpnEu/,1,530,"“Is it too early for preschool children to learn about sexuality?” – this is a question which the team behind our child sexual abuse prevention programme, KidzLive: I Can Protect Myself, commonly hears. It is never too early to start teaching body safety skills, and the key is to engage in age-appropriate conversations and to make use of teachable moments.

Here, we share our body safety infographic series and KidzLive information booklets that can be used as springboards for conversations. Share these resources with a parent, educator, or anyone who might be interested!

Visit the link in our bio for more info about the KidzLive booklets.

#bodysafety #KidzLive","['Person', 'Human', 'Advertisement', 'Text', 'Poster']",person human advertisement text poster,1.0,0.03333333333333333,0.42000000000000004,1,"['person', 'human', 'advertisement', 'text', 'poster']",0.05000009,0.0500001,0.7986022,0.05000027,0.051397275
28,https://www.instagram.com/p/CZ_SGdgpnEu/,1,530,"“Is it too early for preschool children to learn about sexuality?” – this is a question which the team behind our child sexual abuse prevention programme, KidzLive: I Can Protect Myself, commonly hears. It is never too early to start teaching body safety skills, and the key is to engage in age-appropriate conversations and to make use of teachable moments.

Here, we share our body safety infographic series and KidzLive information booklets that can be used as springboards for conversations. Share these resources with a parent, educator, or anyone who might be interested!

Visit the link in our bio for more info about the KidzLive booklets.

#bodysafety #KidzLive","['Advertisement', 'Poster', 'Flyer', 'Brochure', 'Paper', 'Person', 'Human', 'Female', 'Girl', 'Text', 'Teen', 'Blonde', 'Kid', 'Woman', 'Child']",advertisement poster flyer brochure paper person human female girl text teen blonde kid woman child,1.0,0.03333333333333333,0.42000000000000004,1,"['advertisement', 'poster', 'flyer', 'brochure', 'paper', 'person', 'human', 'female', 'girl', 'text', 'teen', 'blonde', 'kid', 'woman']",0.018182395,0.018182468,0.6541367,0.2910104,0.018488022
29,https://www.instagram.com/p/CZ_SGdgpnEu/,1,530,"“Is it too early for preschool children to learn about sexuality?” – this is a question which the team behind our child sexual abuse prevention programme, KidzLive: I Can Protect Myself, commonly hears. It is never too early to start teaching body safety skills, and the key is to engage in age-appropriate conversations and to make use of teachable moments.

Here, we share our body safety infographic series and KidzLive information booklets that can be used as springboards for conversations. Share these resources with a parent, educator, or anyone who might be interested!

Visit the link in our bio for more info about the KidzLive booklets.

#bodysafety #KidzLive","['Person', 'Human', 'Text']",person human text,1.0,0.03333333333333333,0.42000000000000004,1,"['person', 'human', 'text']",0.100000136,0.10000015,0.10149424,0.10000066,0.59850484
